"52650","Doclin",105530000
"52696","Dognecea",75660000
"52721","Domașnea",54020000
"53700","Eftimie Murgu",98700000
"52758","Ezeriș",75160000
"52785","Fârliug",130470000
"52856","Forotic",97790000
"52909","Gârnic",37110000
"52936","Glimboca",42420000
"52954","Goruia",62160000
"52990","Grădinari",58160000
"53023","Iablanița",115570000
"53069","Lăpușnicel",74290000
"53103","Lăpușnicu Mare",123660000
"53130","Luncavița",51590000
"53167","Lupac",66570000
"53210","Marga",54360000
"53247","Măureni",102810000
"53274","Mehadia",174080000
"53327","Mehadica",118030000
"53345","Naidăș",62310000
"53372","Obreja",126080000
"50987","Ocna de Fier",21720000
"53425","Păltiniș",100030000
"53513","Pojejena",122850000
"53577","Prigor",301370000
"53675","Răcășdia",61360000
"53639","Ramna",96660000
"53728","Rusca Montană",154680000
"53755","Sacu",41180000
"53791","Sasca Montană",128580000
"53853","Sichevița",105700000
"54056","Slatina-Timiș",150830000
"54109","Socol",75990000
"54163","Șopotu Nou",83370000
"54350","Târnova",49590000
"54270","Teregova",331210000
"54305","Ticvaniu Mare",118840000
"54387","Topleț",93960000
"54412","Turnu Ruieni",151030000
"54485","Văliug",98380000
"54500","Vărădia",82870000
"54537","Vermeș",114410000
"54573","Vrani",43500000
"54617","Zăvoi",396000000
"54699","Zorlențu Mare",66100000
"92569","Municipiul Călărași",133220000
"100610","Municipiul Oltenița",104890000
"101458","Oraș Budești",83390000
"103032","Oraș Fundulea",101450000
"93888","Oraș Lehliu Gară",82060000
"94125","Alexandru Odobescu",62640000
"101083","Belciugatele",80140000
"92961","Borcea",385820000
"101724","Căscioarele",26110000
"101804","Chirnogi",196950000
"101822","Chiselet",82670000
"93085","Ciocănești",131120000
"180055","Crivăț",23660000
"102419","Curcani",55200000
"93281","Cuza Vodă",140500000
"93325","Dichiseni",91230000
"93370","Dor Mărunt",157160000
"93441","Dorobanțu",102890000
"93487","Dragalina",180710000
"93539","Dragoș Vodă",127640000
"102838","Frăsinet",85140000
"102945","Frumușani",72920000
"103014","Fundeni",68630000
"179962","Gălbinași",18980000
"93664","Grădiștea",177390000
