TARCAIA,2011,1969,31609
TARCEA,2011,2690,31565
TAUTEU,2011,4063,31654
TETCHEA,2011,3141,31878
TILEAGD,2011,6968,31716
TINCA,2011,7793,31789
TOBOLIU,2011,2088,32201
TULCA,2011,2773,31841
UILEACU DE BEIUS,2011,2050,31921
VADU CRISULUI,2011,4009,31976
VARCIOROG,2011,2304,32090
VIISOARA,2011,1336,32045
JUDETUL BISTRITA-NASAUD,2011,286225,65
MUNICIPIUL BISTRITA,2011,75076,32394
ORAS BECLEAN,2011,10628,32483
ORAS NASAUD,2011,9587,32544
ORAS SANGEORZ-BAI,2011,9679,32599
BISTRITA BARGAULUI,2011,3815,32633
BRANISTEA,2011,3047,32660
BUDACU DE JOS,2011,2772,32704
BUDESTI,2011,1856,32768
CAIANU MIC,2011,3357,32811
CETATE,2011,2330,32884
CHIOCHIS,2011,3086,33015
CHIUZA,2011,1866,33122
CICEU-MIHAIESTI,2011,1286,179953
CICEU-GIURGESTI,2011,1505,32955
COSBUC,2011,1524,33177
DUMITRA,2011,4282,33202
DUMITRITA,2011,2730,179686
FELDRU,2011,7669,33248
GALATII BISTRITEI,2011,2201,33275
ILVA MARE,2011,2274,33337
ILVA MICA,2011,3264,33364
JOSENII BARGAULUI,2011,4541,33382
LECHINTA,2011,5678,33435
LESU,2011,2510,33514
LIVEZILE,2011,4250,33541
LUNCA ILVEI,2011,3086,33603
MAGURA ILVEI,2011,1821,33729
MAIERU,2011,7089,33621
MARISELU,2011,2383,33765
MATEI,2011,2563,33658
MICESTII DE CAMPIE,2011,1086,33845
MILAS,2011,1286,33881
MONOR,2011,1390,33952
NEGRILESTI,2011,2447,179659
NIMIGEA,2011,5075,33989
NUSENI,2011,3037,34075
PARVA,2011,2371,34155
PETRU RARES,2011,3351,34173
POIANA ILVEI,2011,1407,179720
PRUNDU BARGAULUI,2011,5633,34235
REBRA,2011,3163,34262
REBRISOARA,2011,4269,34280
RODNA,2011,5777,34333
ROMULI,2011,1672,34360
RUNCU SALVEI,2011,1228,179944
SALVA,2011,2738,34397
SANMIHAIU DE CIMPIE,2011,1459,34477
SANT,2011,3228,34618
SIEU,2011,2827,34645
SIEU-MAGHERUS,2011,3756,34690
SIEU-ODORHEI,2011,2262,34770
SIEUT,2011,2652,34850
SILIVASU DE CIMPIE,2011,1011,34422
SINTEREAG,2011,3576,34903
SPERMEZEU,2011,3123,34547
TARLISUA,2011,3113,35152
TEACA,2011,5329,34985
TELCIU,2011,5798,35054
TIHA BARGAULUI,2011,5722,35090
URIU,2011,3208,35269
URMENIS,2011,1949,35312
ZAGRA,2011,3527,35429
JUDETUL BOTOSANI,2011,412626,74
MUNICIPIUL BOTOSANI,2011,106847,35731
MUNICIPIUL DOROHOI,2011,24309,36006
ORAS BUCECEA,2011,4274,36453
ORAS DARABANI,2011,9893,35946
ORAS FLAMANZI,2011,10136,37280
ORAS SAVENI,2011,6999,36060
ORAS STEFANESTI,2011,5314,39168
ADASENI,2011,1388,40035
ALBESTI,2011,6387,36131
AVRAMENI,2011,3751,36202
BALUSENI,2011,4670,36300
BLANDESTI,2011,2000,39983
BRAESTI,2011,1937,36373
BROSCAUTI,2011,2928,36426
CALARASI,2011,3553,36499
CANDESTI,2011,1847,39967
CONCESTI,2011,1761,36532
COPALAU,2011,4053,36569
CORDARENI,2011,1783,36649
CORLATENI,2011,2211,36676
CORNI,2011,6545,36756
COSULA,2011,2944,39975
COTUSCA,2011,4627,36809
CRISTESTI,2011,4535,36907
CRISTINESTI,2011,3617,36952
CURTESTI,2011,4577,35759
DANGENI,2011,3033,37057
DERSCA,2011,3124,37011
DIMACHENI,2011,1413,39959
DOBARCENI,2011,2729,37100
DRAGUSENI,2011,2556,37173
DURNESTI,2011,3741,37217
FRUMUSICA,2011,5657,37324
GEORGE ENESCU,2011,3279,37397
GORBANESTI,2011,3434,37459
HANESTI,2011,2176,37618
HAVARNA,2011,4569,37547
HILISEU-HORIA,2011,3415,37672
HLIPICENI,2011,3420,37734
HUDESTI,2011,6067,37770
IBANESTI,2011,3901,37823
LEORDA,2011,2181,37850
LOZNA,2011,1890,39942
LUNCA,2011,4355,37912
MANOLEASA,2011,3315,37958
MIHAI EMINESCU,2011,6954,38063
MIHAILENI,2011,2326,38161
MIHALASENI,2011,2214,38241
MILEANCA,2011,2726,38321
MITOC,2011,1878,38376
NICSENI,2011,2604,38456
PALTINIS,2011,2794,38492
POMARLA,2011,2661,38544
PRAJENI,2011,3210,38580
RACHITI,2011,4443,35839
RADAUTI-PRUT,2011,3339,38633
RAUSENI,2011,2817,38679
RIPICENI,2011,1917,38731
ROMA,2011,3249,38811
ROMANESTI,2011,1944,38848
SANTA MARE,2011,2749,38893
SENDRICENI,2011,3895,39122
STAUCENI,2011,3619,35884
STIUBIENI,2011,2695,39220
SUHARAU,2011,4792,38982
SULITA,2011,3060,39051
TODIRENI,2011,3323,39266
TRUSESTI,2011,5229,39328
TUDORA,2011,5096,39391
UNGURENI,2011,6623,39417
UNTENI,2011,2771,39532
VACULESTI,2011,1948,39612
VARFU CAMPULUI,2011,3420,39694
VIISOARA,2011,1953,39658
VLADENI,2011,4560,39738
VLASINESTI,2011,3132,39792
VORNICENI,2011,4052,39836
VORONA,2011,7492,39872
JUDETUL BRASOV,2011,549217,83
MUNICIPIUL BRASOV,2011,253200,40198
MUNICIPIUL CODLEA,2011,21708,40241
MUNICIPIUL FAGARAS,2011,30714,40278
MUNICIPIUL SACELE,2011,30798,40438
ORAS GHIMBAV,2011,4698,40214
ORAS PREDEAL,2011,4755,40303
ORAS RASNOV,2011,15022,40367
ORAS RUPEA,2011,5269,40394
ORAS VICTORIA,2011,7386,40465
ORAS ZARNESTI,2011,23476,40492
APATA,2011,3169,40526
AUGUSTIN,2011,1860,42498
BECLEAN,2011,1826,40544
BOD,2011,3994,40606
BRAN,2011,5181,40633
BUDILA,2011,4197,40688
BUNESTI,2011,2357,40704
CATA,2011,2463,40768
CINCU,2011,1587,40820
COMANA,2011,2721,40857
CRISTIAN,2011,4490,40900
CRIZBAV,2011,2518,42456
DRAGUS,2011,1162,42480
DUMBRAVITA,2011,4624,40928
FELDIOARA,2011,6154,40955
FUNDATA,2011,852,40991
HALCHIU,2011,4218,41033
HARMAN,2011,5402,41088
HARSENI,2011,2103,41113
HOGHIZ,2011,5025,41177
HOLBAV,2011,1309,42472
HOMOROD,2011,2209,41248
JIBERT,2011,2250,41284
LISA,2011,1744,41346
MAIERUS,2011,2920,41382
MANDRA,2011,2762,41417
MOIECIU,2011,4892,41471
ORMENIS,2011,1976,41541
PARAU,2011,1874,41578
POIANA MARULUI,2011,3315,41621
PREJMER,2011,8472,41667
RACOS,2011,3336,41701
RECEA,2011,3118,41738
SAMBATA DE SUS,2011,1581,42464
SANPETRU,2011,4819,41925
SERCAIA,2011,2822,41818
SINCA,2011,3401,41854
SINCA NOUA,2011,1690,42449
SOARS,2011,1755,41943
TARLUNGENI,2011,8320,42003
TELIU,2011,4198,42058
TICUSU,2011,908,42076
UCEA,2011,2195,42101
UNGRA,2011,1949,42156
VAMA BUZAULUI,2011,3220,42183
VISTEA,2011,2026,42236
VOILA,2011,2660,42307
VULCAN,2011,4567,42398
JUDETUL BRAILA,2011,321212,92
MUNICIPIUL BRAILA,2011,180302,42682
ORAS FAUREI,2011,3592,42753
ORAS IANCA,2011,10343,43331
ORAS INSURATEI,2011,6528,43411
BARAGANUL,2011,3062,42824
BERTESTII DE JOS,2011,3110,42842
BORDEI VERDE,2011,2654,42913
CAZASU,2011,2939,44560
CHISCANI,2011,5340,42708
CIOCILE,2011,2802,42968
CIRESU,2011,3106,43019
DUDESTI,2011,3613,43073
FRECATEI,2011,1344,43117
GALBENU,2011,3168,43180
GEMENELE,2011,1819,43242
GRADISTEA,2011,2308,43279
GROPENI,2011,3296,43313
JIRLAU,2011,3059,43466
MARASU,2011,2913,43493
MAXINENI,2011,3310,43563
MIRCEA VODA,2011,3167,43625
MOVILA MIRESII,2011,4051,43652
RACOVITA,2011,1149,43698
RIMNICELU,2011,2074,43732
ROMANU,2011,1782,43787
ROSIORI,2011,2808,43812
SALCIA TUDOR,2011,2563,43867
SCORTARU NOU,2011,1261,43929
SILISTEA,2011,1638,43992
STANCUTA,2011,3464,44060
SURDILA-GAISEANCA,2011,2501,44113
SURDILA-GRECI,2011,1505,42771
SUTESTI,2011,4428,44140
TICHILESTI,2011,3864,44177
TRAIAN,2011,3339,44202
TUDOR VLADIMIRESCU,2011,2107,44257
TUFESTI,2011,5226,44300
ULMU,2011,3877,44328
UNIREA,2011,2399,44355
VADENI,2011,4127,44391
VICTORIA,2011,3721,44435
VISANI,2011,2495,44462
VIZIRU,2011,5906,44505
ZAVOAIA,2011,3152,44532
JUDETUL BUZAU,2011,451069,109
MUNICIPIUL BUZAU,2011,115494,44818
MUNICIPIUL RAMNICU SARAT,2011,33843,44845
ORAS NEHOIU,2011,10211,47916
ORAS PATARLAGELE,2011,7304,48325
ORAS POGOANELE,2011,7275,48744
AMARU,2011,2640,44863
BALACEANU,2011,1632,44989
BALTA ALBA,2011,2590,44934
BECENI,2011,4403,45003
BERCA,2011,8534,45101
BISOCA,2011,2791,45245
BLAJANI,2011,1132,45334
BOLDU,2011,2380,45361
BOZIORU,2011,1161,45389
BRADEANU,2011,2565,45496
BRAESTI,2011,2399,45539
BREAZA,2011,2913,45619
BUDA,2011,2870,45673
C.A. ROSETTI,2011,3713,45815
CALVINI,2011,4536,45753
CANESTI,2011,898,45888
CATINA,2011,2544,45959
CERNATESTI,2011,3847,46019
